rule_id,supplement_category,target_goal,ingredient_keyword,form,recommended_time,with_meal,frequency_per_day,dose_instruction,duration_weeks,avoid_with,spacing_rule,safety_note,tracking_frequency,expected_result_window,adherence_tip
SR0887,Mineral,Joint Support,magnesium,softgel,Night,Yes,2,1 tablet daily,8,Separate calcium/iron from levothyroxine by 4 hours,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for deficiency support,Stop and report side effects
SR0888,Protein,Body Building,whey protein,capsule,After workout,Yes,2,1 serving after workout,8,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for muscle gain support,Log missed doses honestly
SR0889,BCAA,Arms,isoleucine,softgel,During workout,Optional,1,1 serving during workout,10,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for recovery support,Take it at the same time every day
SR0890,Joint Support,Heart Health,glucosamine,tablet,After dinner,Yes,1,1-2 capsules daily with meal,16,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for joint comfort support,Review progress weekly
SR0891,Digestive,General Wellness,bifidobacterium,powder,Before meal,No,1,1 capsule before meal,4,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for digestive support,Set a daily reminder in the app
SR0892,Performance,Fat Loss,pre workout blend,powder,Before workout,No,2,Follow label dosage,6,Avoid high caffeine intake at night,Avoid within 6 hours of bedtime,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for strength support,Stop and report side effects
SR0893,Vitamin,Body Building,vitamin c,softgel,Morning,Yes,1,Follow label dosage,12,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-12 weeks for wellness support,Log missed doses honestly
SR0894,Vitamin,Joint Support,vitamin b complex,powder,Morning,Yes,1,1 capsule daily,16,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-12 weeks for wellness support,Stop and report side effects
SR0895,Collagen Protein,Muscle Gain,vitamin c,capsule,Morning,Yes,1,1 scoop daily,8,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Stop and report side effects
SR0896,Mineral,Fat Loss,calcium,powder,Morning,Yes,1,1 tablet daily,16,Do not take iron with calcium or tea,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Log missed doses honestly
SR0897,Performance,Joint Support,citrulline malate,softgel,Any time daily,No,1,3-5g daily,12,Avoid high caffeine intake at night,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Log missed doses honestly
SR0898,BCAA,Joint Support,valine,softgel,Before workout,No,1,Follow label dosage,10,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for recovery support,Log missed doses honestly
SR0899,Omega-3,Energy Boost,epa dha,gel,After dinner,Yes,1,1-2 softgels daily with food,12,Use caution with blood thinning medications,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Set a daily reminder in the app
SR0900,Performance,Recovery,pre workout blend,capsule,Before workout,Optional,1,3-5g daily,12,Consult doctor if kidney disease exists,Avoid within 6 hours of bedtime,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for strength support,Log missed doses honestly
SR0901,Mineral,Arms,magnesium,tablet,Night,No,1,1 tablet daily,16,Do not take iron with calcium or tea,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for deficiency support,Review progress weekly
SR0902,Joint Support,Immunity,chondroitin,tablet,After dinner,Yes,1,Follow label dosage,12,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for joint comfort support,Take it at the same time every day
SR0903,Collagen Protein,Fat Loss,collagen,powder,Night,Optional,1,1 serving with water,8,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for skin/joint support,Log missed doses honestly
SR0904,Vitamin,Recovery,vitamin d,gel,After lunch,Yes,1,1 tablet after meal,12,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-12 weeks for wellness support,Set a daily reminder in the app
SR0905,Collagen Protein,Arms,biotin,tablet,After breakfast,Optional,1,1 serving with water,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Take it at the same time every day
SR0906,General Wellness,Immunity,ashwagandha,capsule,Evening,Optional,2,Follow label dosage,8,Check medication conflicts and allergies,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for general wellness support,Set a daily reminder in the app
SR0907,Protein,Fat Loss,whey protein,capsule,Evening,Yes,1,1 scoop daily,8,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for muscle gain support,Stop and report side effects
SR0908,Digestive,Energy Boost,probiotic,liquid,Before breakfast,No,2,1 capsule before meal,4,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for digestive support,Set a daily reminder in the app
SR0909,Performance,Energy Boost,beta alanine,liquid,Morning,No,1,3-5g daily,12,Avoid high caffeine intake at night,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Take it at the same time every day
SR0910,Omega-3,Strength,fish oil,tablet,After lunch,Yes,2,1-2 softgels daily with food,12,Use caution with blood thinning medications,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Set a daily reminder in the app
SR0911,General Wellness,Muscle Gain,ashwagandha,powder,After breakfast,Yes,2,1 tablet daily,8,Check medication conflicts and allergies,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-8 weeks for general wellness support,Take it at the same time every day
SR0912,Joint Support,General Wellness,chondroitin,liquid,After breakfast,Yes,1,Follow label dosage,12,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for joint comfort support,Stop and report side effects
SR0913,Vitamin,Heart Health,vitamin b complex,liquid,Morning,Yes,1,Follow label dosage,12,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Set a daily reminder in the app
