supplement_id,name,category,target_goal,ingredients,dosage,price_range,brand,size,form,price_lkr,price_range_lkr,currency,store_name,price_source,last_checked,data_type,price_note,rating
S2896,WellGen Beta-Alanine Advanced,Performance,Endurance,beta-alanine,2-3g daily,Low,Allmax Nutrition,300g-500g,powder,6400,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S2897,FitCore BCAA Ultra,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,BPI,300g-500g,powder,25000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2898,PureForm Glucosamine Chondroitin,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Generic Joint Support,60-120 count,tablet,15800,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S2899,WellGen Green Tea Extract Basic,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,Generic Herbal,60-120 count,capsule,10700,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S2900,WellGen Ashwagandha Plus,Herbal,Energy Boost,ashwagandha extract,1 capsule evening,Medium,Himalaya,60-120 count,capsule,6200,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2901,ProNutra Glucosamine Chondroitin Pro,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,Medium,Nutricost,60-120 count,tablet,14300,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2902,CeyFit Multivitamin Ultra,Vitamin,Bone Health,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,High,Nature Made,60-120 count,tablet,9000,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2903,OptiWell Beta-Alanine Plus,Performance,Muscle Gain,beta-alanine,2-3g daily,Low,Cellucor,300g-500g,powder,6900,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2904,OptiWell Omega-3 Fish Oil,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2905,ProNutra Ashwagandha,Herbal,Recovery,ashwagandha extract,1 capsule evening,Medium,NOW Foods,60-120 count,capsule,11000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2906,CeyFit Omega-3 Fish Oil Plus,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2907,FitCore Green Tea Extract,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,Generic Herbal,60-120 count,capsule,8400,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2908,ActiveFuel Glucosamine Chondroitin Pro,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,Medium,Allmax Nutrition,60-120 count,tablet,11000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2909,NutriMax Omega-3 Fish Oil Ultra,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,High,Nature Made,60-120 count,softgel,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S2910,HealthPlus Omega-3 Fish Oil Pro,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,NOW Foods,60-120 count,softgel,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2911,ActiveFuel Calcium Magnesium Zinc Basic,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Medium,21st Century,60-120 count,tablet,4700,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2912,ActiveFuel L-Carnitine Plus,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,Applied Nutrition,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S2913,CeyFit Iron Supplement Advanced,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,NOW Foods,60-120 count,tablet,1600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2914,NutriMax Vitamin C,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Medium,Nature Made,60-120 count,tablet,6200,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2915,VitaLab Beta-Alanine Ultra,Performance,Hair and Skin,beta-alanine,2-3g daily,Medium,Nutricost,300g-500g,powder,9100,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2916,BioActive Ashwagandha Basic,Herbal,Recovery,ashwagandha extract,1 capsule evening,Medium,Generic Herbal,60-120 count,capsule,11400,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S2917,NutriMax L-Carnitine Pro,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,Generic Amino,300g-500g,powder,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2918,PureForm Omega-3 Fish Oil,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S2919,NutriMax Pre-Workout Caffeine Pro,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Low,Cellucor,300g-500g,powder,5300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2920,PureForm Ashwagandha Basic,Herbal,Recovery,ashwagandha extract,1 capsule evening,Medium,Himalaya,60-120 count,capsule,8300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2921,HealthPlus L-Carnitine Plus,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,BPI,300g-500g,powder,25000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2922,OptiWell Glucosamine Chondroitin Ultra,Joint,Recovery,glucosamine; chondroitin,1 tablet with meal,High,NOW Foods,60-120 count,tablet,14700,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S2923,ProNutra Pre-Workout Caffeine,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Medium,Applied Nutrition,300g-500g,powder,10200,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S2924,FitCore Iron Supplement,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,Nature Made,60-120 count,tablet,3600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2925,StrongLife Multivitamin Pro,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Applied Nutrition,60-120 count,tablet,2300,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S2926,ActiveFuel Iron Supplement Pro,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,NOW Foods,60-120 count,tablet,3900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2927,CeyFit Probiotic Complex Pro,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,Generic Digestive,60-120 count,capsule,15900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S2928,OptiWell Casein Protein,Protein,Endurance,casein protein,1 scoop before sleep,Medium,Mutant,2lb-5lb,powder,32500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2929,StrongLife Creatine Monohydrate,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,Generic Performance,300g-500g,powder,14500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S2930,NutriMax Vitamin C,Vitamin,Energy Boost,ascorbic acid,1 tablet after meal,Low,Nature Made,60-120 count,tablet,2100,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2931,PureForm Whey Protein Basic,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Rule 1,2lb-5lb,powder,42500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S2932,BioActive Omega-3 Fish Oil Basic,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,NOW Foods,60-120 count,softgel,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2933,HealthPlus Iron Supplement Pro,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,Nature Made,60-120 count,tablet,1500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S2934,FitCore Green Tea Extract Pro,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,Nutricost,60-120 count,capsule,7900,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2935,NutriMax Glucosamine Chondroitin Pro,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,NOW Foods,60-120 count,tablet,23100,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2936,ProNutra Calcium Magnesium Zinc,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Low,NOW Foods,60-120 count,tablet,2300,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
