guidance_id,bmi_category,food_name,food_group,calories_kcal,carbs_g,sugar_g,sodium_mg,suitability_score,recommendation_level,guidance_note
BFG04451,Healthy,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Maintain balanced portions and variety.
BFG04452,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG04453,Obese,Apple,fruit,95,25,19,2,55,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04454,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG04455,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG04456,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG04457,Obese,Cheese,dairy,110,1,0,180,35,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04458,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG04459,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG04460,Obese,Coconut Roti,grain,300,42,4,210,5,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04461,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04462,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04463,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04464,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG04465,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04466,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04467,Underweight,Apple,fruit,95,25,19,2,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG04468,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04469,Obese,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04470,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04471,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04472,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04473,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04474,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG04475,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04476,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04477,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04478,Overweight,Papaya,fruit,60,15,10,4,92,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04479,Underweight,Orange Juice,beverage,110,26,21,2,72,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG04480,Healthy,Lentil Curry,legume,180,28,3,260,72,Use with caution,Maintain balanced portions and variety.
BFG04481,Underweight,Orange Juice,beverage,110,26,21,2,72,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG04482,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04483,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG04484,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04485,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04486,Obese,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04487,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG04488,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04489,Underweight,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG04490,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG04491,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04492,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04493,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG04494,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG04495,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04496,Healthy,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Maintain balanced portions and variety.
BFG04497,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04498,Underweight,Oats,grain,160,28,1,2,100,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04499,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04500,Underweight,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG04501,Overweight,Avocado,fruit,240,12,1,10,50,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04502,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04503,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04504,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG04505,Overweight,Papaya,fruit,60,15,10,4,92,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04506,Obese,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04507,Healthy,Avocado,fruit,240,12,1,10,70,Use with caution,Maintain balanced portions and variety.
BFG04508,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04509,Underweight,Green Tea,beverage,2,0,0,5,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04510,Obese,Avocado,fruit,240,12,1,10,40,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04511,Healthy,Lentil Curry,legume,180,28,3,260,72,Use with caution,Maintain balanced portions and variety.
BFG04512,Healthy,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Maintain balanced portions and variety.
BFG04513,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG04514,Overweight,Red Rice,grain,210,45,1,5,55,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04515,Obese,Coconut Roti,grain,300,42,4,210,5,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04516,Overweight,White Rice,grain,240,53,0,2,25,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG04517,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG04518,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04519,Healthy,Fish Curry,protein,220,4,1,380,60,Use with caution,Maintain balanced portions and variety.
BFG04520,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04521,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG04522,Underweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG04523,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04524,Underweight,Fish Curry,protein,220,4,1,380,75,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04525,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04526,Underweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG04527,Overweight,White Rice,grain,240,53,0,2,25,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG04528,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04529,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04530,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04531,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04532,Underweight,Red Rice,grain,210,45,1,5,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG04533,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG04534,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG04535,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04536,Underweight,Apple,fruit,95,25,19,2,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG04537,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04538,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04539,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04540,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04541,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG04542,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04543,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG04544,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG04545,Obese,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04546,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG04547,Obese,Avocado,fruit,240,12,1,10,40,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04548,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG04549,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG04550,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04551,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04552,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG04553,Healthy,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Maintain balanced portions and variety.
BFG04554,Overweight,Papaya,fruit,60,15,10,4,92,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04555,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04556,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04557,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG04558,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04559,Obese,White Rice,grain,240,53,0,2,15,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04560,Overweight,Papaya,fruit,60,15,10,4,92,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04561,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04562,Underweight,Beer,alcohol beverage,154,13,0,14,25,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG04563,Overweight,Watermelon Juice,beverage,80,20,16,3,88,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04564,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04565,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04566,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04567,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04568,Obese,Watermelon Juice,beverage,80,20,16,3,63,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04569,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04570,Obese,Watermelon Juice,beverage,80,20,16,3,63,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04571,Overweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG04572,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04573,Obese,Orange Juice,beverage,110,26,21,2,42,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04574,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04575,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04576,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG04577,Healthy,Lentil Curry,legume,180,28,3,260,72,Use with caution,Maintain balanced portions and variety.
BFG04578,Obese,Coconut Roti,grain,300,42,4,210,5,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04579,Obese,Coconut Roti,grain,300,42,4,210,5,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG04580,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG04581,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG04582,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG04583,Healthy,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,Maintain balanced portions and variety.
