interaction_id,medicine_1_name,medicine_1_active_ingredient,medicine_1_class,medicine_2_name,medicine_2_active_ingredient,medicine_2_class,interaction_risk,severity,risk_score,mechanism,recommendation,source_type,evidence_level
DDI03603,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03604,Warf 5 Tablet,Warfarin,Anticoagulant,Sertraline 50mg Tablet,Sertraline,SSRI,Moderate,Moderate,68,May increase bleeding tendency,Monitor bleeding symptoms and INR if applicable,synthetic_model,low
DDI03605,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Insulin Regular,Insulin,Antidiabetic,Safe,Low,32,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03606,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,14,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03607,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03608,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03609,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,32,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03610,Ibu 400 Tablet,Ibuprofen,NSAID,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03611,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03612,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03613,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,18,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03614,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03615,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03616,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03617,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03618,Losar 50 Tablet,Losartan,ARB,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,14,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03619,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Losar 50 Tablet,Losartan,ARB,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03620,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03621,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03622,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03623,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Furosemide 40mg Tablet,Furosemide,Diuretic,Moderate,Moderate,43,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03624,Insulin Regular,Insulin,Antidiabetic,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03625,Atorva 20 Tablet,Atorvastatin,Statin,Metformin 500mg Tablet,Metformin,Antidiabetic,Moderate,Moderate,64,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI03626,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03627,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,61,May affect blood sugar control,Monitor glucose during antibiotic course,synthetic_model,high
DDI03628,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03629,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Moderate,Moderate,48,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03630,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Warf 5 Tablet,Warfarin,Anticoagulant,Moderate,Moderate,45,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03631,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03632,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03633,Atorva 20 Tablet,Atorvastatin,Statin,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03634,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03635,Losar 50 Tablet,Losartan,ARB,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Moderate,Moderate,43,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03636,Ibu 400 Tablet,Ibuprofen,NSAID,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03637,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03638,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Moderate,Moderate,40,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03639,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03640,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03641,Simva 20 Tablet,Simvastatin,Statin,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Moderate,Moderate,41,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI03642,Metformin 500mg Tablet,Metformin,Antidiabetic,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03643,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03644,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Moderate,Moderate,44,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03645,Omeprazole 20mg Capsule,Omeprazole,PPI,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03646,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Warf 5 Tablet,Warfarin,Anticoagulant,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03647,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03648,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03649,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03650,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Losar 50 Tablet,Losartan,ARB,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03651,Warf 5 Tablet,Warfarin,Anticoagulant,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03652,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Warf 5 Tablet,Warfarin,Anticoagulant,Dangerous,Major,95,Increased bleeding risk,Avoid combination unless prescribed; consult doctor immediately,rule_based,high
DDI03653,Insulin Regular,Insulin,Antidiabetic,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Moderate,Moderate,55,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03654,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03655,Atorva 20 Tablet,Atorvastatin,Statin,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03656,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,47,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03657,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03658,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Insulin Regular,Insulin,Antidiabetic,Moderate,Moderate,61,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03659,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Warf 5 Tablet,Warfarin,Anticoagulant,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03660,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03661,Omeprazole 20mg Capsule,Omeprazole,PPI,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03662,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03663,Furosemide 40mg Tablet,Furosemide,Diuretic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Moderate,Moderate,50,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI03664,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03665,Omeprazole 20mg Capsule,Omeprazole,PPI,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03666,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03667,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03668,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Warf 5 Tablet,Warfarin,Anticoagulant,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03669,Atorva 20 Tablet,Atorvastatin,Statin,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03670,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,12,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03671,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03672,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03673,Warf 5 Tablet,Warfarin,Anticoagulant,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03674,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
