interaction_id,medicine,supplement_ingredient,interaction_risk,severity,recommendation
I2528,Glipizide,valine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2529,Rosuvastatin,magnesium,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2530,Glipizide,black pepper extract,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2531,Metformin,green tea extract,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2532,Propranolol,caffeine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2533,Metformin,branched-chain amino acids,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2534,Omeprazole,curcumin,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2535,Calcium Carbonate,vitamin A,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2536,Sitagliptin,sodium,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2537,Insulin,ashwagandha extract,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2538,Alendronate,green tea extract,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2539,Hydrochlorothiazide,fish oil,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2540,Warfarin,zinc,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2541,Insulin,branched-chain amino acids,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2542,Omeprazole,L-carnitine,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2543,Metformin,ascorbic acid,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2544,Ferrous Sulfate,vitamin E,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2545,Alendronate,ascorbic acid,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2546,Insulin,valine,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2547,Rosuvastatin,whey protein isolate,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2548,Aspirin,vitamin E,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2549,Omeprazole,ashwagandha extract,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2550,Simvastatin,lactobacillus,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2551,Sumatriptan,sodium,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2552,Glipizide,sodium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2553,Montelukast,creatine monohydrate,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2554,Spironolactone,collagen peptides,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2555,Warfarin,casein protein,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2556,Aspirin,vitamin C,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2557,Folic Acid,iron ferrous bisglycinate,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2558,Atenolol,vitamin C,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2559,Warfarin,selenium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2560,Alendronate,whey protein isolate,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2561,Propranolol,collagen peptides,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2562,Warfarin,citrulline,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2563,Atorvastatin,valine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2564,Omeprazole,L-carnitine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2565,Pantoprazole,whey protein isolate,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2566,Warfarin,bifidobacterium,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2567,Folic Acid,vitamin E,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2568,Losartan,chondroitin,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2569,Levothyroxine,potassium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2570,Amlodipine,valine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2571,Atorvastatin,vitamin A,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2572,Folic Acid,iron ferrous bisglycinate,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2573,Simvastatin,vitamin A,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2574,Clopidogrel,ashwagandha extract,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2575,Warfarin,creatine monohydrate,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2576,Alendronate,magnesium,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2577,Lactulose,glucosamine,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2578,Simvastatin,ashwagandha extract,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2579,Levothyroxine,fish oil,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2580,Propranolol,lactobacillus,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2581,Simvastatin,calcium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2582,Furosemide,branched-chain amino acids,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2583,Sumatriptan,ascorbic acid,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2584,Rosuvastatin,sodium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2585,Metformin,vitamin D3 cholecalciferol,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2586,Losartan,curcumin,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2587,Warfarin,vitamin E,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2588,Alendronate,creatine monohydrate,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2589,Furosemide,leucine,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2590,Insulin,vitamin A,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2591,Propranolol,zinc,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2592,Amlodipine,iron ferrous bisglycinate,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2593,Budesonide,leucine,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2594,Metformin,vitamin E,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2595,Calcium Carbonate,fish oil,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2596,Salbutamol,collagen peptides,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2597,Lisinopril,chondroitin,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2598,Clopidogrel,vitamin D3 cholecalciferol,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2599,Omeprazole,calcium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2600,Levothyroxine,glucosamine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2601,Clopidogrel,vitamin E,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2602,Folic Acid,vitamin A,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
